id_no,unique_number,name_en,name_fr,name_es,category,category_short,criteria_codes,criteria_count,country_en,country_fr,country_es,countries_en,countries_fr,countries_es,country_count,iso_code,udnp_code,region_en,transboundary,latitude,longitude,area_hectares,date_inscribed,site_age_years,in_danger,ever_in_danger,danger_since,danger_status,short_description,justification,unesco_url
787,930,The <I>Trulli</I> of Alberobello,Les <I>trulli</I> d'Alberobello,Los trulli de Alberobello,Cultural,C,C3;C4;C5,3,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,40.7825,17.23694,10.52,1996,30,False,False,,,"The trulli , limestone dwellings found in the southern region of Puglia, are remarkable examples of drywall (mortarless) construction, a prehistoric building technique still in use in this region. The trulli are made of roughly worked limestone boulders collected from neighbouring fields. Characteristically, they feature pyramidal, domed or conical roofs built up of corbelled limestone slabs.","The Committee decided to inscribe the nominated property on the basis of cultural criteria (iii), (iv) and (v) considering that the site is of outstanding universal value being an exceptional example of a form of building construction deriving from prehistoric construction techniques that have survived intact and functioning into the modern world.",https://whc.unesco.org/en/list/787/
788,931,Early Christian Monuments of Ravenna,Monuments paléochrétiens de Ravenne,Monumentos paleocristianos de Rávena,Cultural,C,C1;C2;C3;C4,4,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,44.42041667,12.19625,1.32,1996,30,False,False,,,"Ravenna was the seat of the Roman Empire in the 5th century and then of Byzantine Italy until the 8th century. It has a unique collection of early Christian mosaics and monuments. All eight buildings – the Mausoleum of Galla Placidia, the Neonian Baptistery, the Basilica of Sant'Apollinare Nuovo, the Arian Baptistery, the Archiepiscopal Chapel, the Mausoleum of Theodoric, the Church of San Vitale and the Basilica of Sant'Apollinare in Classe – were constructed in the 5th and 6th centuries. They show great artistic skill, including a wonderful blend of Graeco-Roman tradition, Christian iconography and oriental and Western styles.","The Committee decided to inscribe the nominated property on the basis of cultural criteria (i), (ii), (iii) and (iv) considering that the site is of outstanding universal value being of remarkable significance by virtue of the supreme artistry of the mosaic art that the monuments contain, and also because of the crucial evidence that they provide of artistic and religious relationships and contacts at an important period of European cultural history.",https://whc.unesco.org/en/list/788/
789,932,Historic Centre of the City of Pienza,Centre historique de la ville de Pienza,Centro histórico de la ciudad de Pienza,Cultural,C,C1;C2;C4,3,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,43.07694444,11.67861111,4.41,1996,30,False,False,,,"It was in this Tuscan town that Renaissance town-planning concepts were first put into practice after Pope Pius II decided, in 1459, to transform the look of his birthplace. He chose the architect Bernardo Rossellino, who applied the principles of his mentor, Leon Battista Alberti. This new vision of urban space was realized in the superb square known as Piazza Pio II and the buildings around it: the Piccolomini Palace, the Borgia Palace and the cathedral with its pure Renaissance exterior and an interior in the late Gothic style of south German churches.","The Committee decided to inscribe the nominated property on the basis of cultural criteria (i), (ii) and (iv) considering that the site is of outstanding universal value as it represents the first application of the Renaissance Humanist concept of urban design, and as such occupies a seminal position in the development of the concept of the planned ""ideal town"" which was to play a significant role in subsequent urban development in Italy and beyond. The application of this principle in Pienza, and in particular in the group of buildings around the central square, resulted in a masterpiece of human creative genius.",https://whc.unesco.org/en/list/789/
797,942,City of Verona,Ville de Vérone,Ciudad de Verona,Cultural,C,C2;C4,2,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,45.43861111,10.99388889,444.4,2000,26,False,False,,,"The historic city of Verona was founded in the 1st century B.C. It particularly flourished under the rule of the Scaliger family in the 13th and 14th centuries and as part of the Republic of Venice from the 15th to 18th centuries. Verona has preserved a remarkable number of monuments from antiquity, the medieval and Renaissance periods, and represents an outstanding example of a military stronghold.","Criterion (ii): In its urban structure and its architecture, Verona is an outstanding example of a town that has developed progressively and uninterruptedly over two thousand years, incorporating artistic elements of the highest quality from each succeeding period. Criterion (iv): Verona represents in an exceptional way the concept of the fortified town at several seminal stages of European history.",https://whc.unesco.org/en/list/797/
823,1736,Residences of the Royal House of Savoy,Résidences des Savoie,Residencias de la Casa Real de Saboya,Cultural,C,C1;C2;C4;C5,4,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,45.07253,7.68572,370.82,1997,29,False,False,,,"When Emmanuel-Philibert, Duke of Savoy, moved his capital to Turin in 1562, he began a vast series of building projects (continued by his successors) to demonstrate the power of the ruling house. This outstanding complex of buildings, designed and embellished by the leading architects and artists of the time, radiates out into the surrounding countryside from the Royal Palace in the 'Command Area' of Turin to include many country residences and hunting lodges.","The Committee decided to inscribe this property on the basis of criteria (i), (ii), (iv) and (v), considering that the Residences of the Royal House of Savoy in and around Turin represent a comprehensive overview of European monumental architecture in the 17th and 18th centuries, using style, dimensions, and space to illustrate in an exceptional way the prevailing doctrine of absolute monarchy in material terms.",https://whc.unesco.org/en/list/823/
824,973,"Botanical Garden (Orto Botanico), Padua","Jardin botanique (Orto botanico), Padoue",Jardín Botánico (Orto Botanico) de Padua,Cultural,C,C2;C3,2,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,45.39911111,11.88066667,2.2,1997,29,False,False,,,"The world's first botanical garden was created in Padua in 1545. It still preserves its original layout – a circular central plot, symbolizing the world, surrounded by a ring of water. Other elements were added later, some architectural (ornamental entrances and balustrades) and some practical (pumping installations and greenhouses). It continues to serve its original purpose as a centre for scientific research.","The Committee decided to inscribe this property on the basis of criteria (ii) and (iii), considering that the Botanical Garden of Padua is the original of all botanical gardens throughout the world, and represents the birth of science, of scientific exchanges, and understanding of the relationship between nature and culture. It has made a profound contribution to the development of many modern scientific disciplines, notably botany, medicine, chemistry, ecology, and pharmacy.",https://whc.unesco.org/en/list/824/
825,2319,Archaeological Area and the Patriarchal Basilica of Aquileia,Zone archéologique et la basilique patriarcale d’Aquilée,Zona arqueológica y basílica patriarcal de Aquilea,Cultural,C,C3;C4;C6,3,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,45.76833333,13.3675,155.43,1998,28,False,False,,,"Aquileia (in Friuli-Venezia Giulia), one of the largest and wealthiest cities of the Early Roman Empire, was destroyed by Attila in the mid-5th century. Most of it still lies unexcavated beneath the fields, and as such it constitutes the greatest archaeological reserve of its kind. The patriarchal basilica, an outstanding building with an exceptional mosaic pavement, played a key role in the evangelization of a large region of central Europe.","Criterion iii: Aquileia was one of the largest and most wealthy cities of the Early Roman Empire. Criterion iv: By virtue of the fact that most of ancient Aquileia survives intact and unexcavated, it is the most complete example of an Early Roman city in the Mediterranean world. Criterion vi: The Patriarchal Basilican Complex in Aquileia played a decisive role in the spread of Christianity into central Europe in the early Middle Ages.",https://whc.unesco.org/en/list/825/
826,2458,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)","Portovenere, Cinque Terre et les îles (Palmaria, Tino et Tinetto)","Portovenere, Cinque Terre y las Islas (Palmaria, Tino y Tinetto)",Cultural,C,C2;C4;C5,3,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,44.10694,9.72917,4689.25,1997,29,False,False,,,"The Ligurian coast between Cinque Terre and Portovenere is a cultural landscape of great scenic and cultural value. The layout and disposition of the small towns and the shaping of the surrounding landscape, overcoming the disadvantages of a steep, uneven terrain, encapsulate the continuous history of human settlement in this region over the past millennium.","The Committee decided to inscribe this site on the basis of criteria (ii), (iv) and (v), considering that the eastern Ligurian Riviera between Cinque Terre and Portovenere is a cultural site of outstanding value, representing the harmonious interaction between people and nature to produce a landscape of exceptional scenic quality that illustrates a traditional way of life that has existed for a thousand years and continues to play an important socio-economic role in the life of the community.",https://whc.unesco.org/en/list/826/
827,976,"Cathedral, Torre Civica and Piazza Grande, Modena","Cathédrale, Torre Civica et Piazza Grande, Modène","Catedral, torre cívica y gran plaza de Módena",Cultural,C,C1;C2;C3;C4,4,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,44.64624,10.92568,1.2,1997,29,False,False,,,"The magnificent 12th-century cathedral at Modena, the work of two great artists (Lanfranco and Wiligelmus), is a supreme example of early Romanesque art. With its piazza and soaring tower, it testifies to the faith of its builders and the power of the Canossa dynasty who commissioned it.","The Committee decided to inscribe this property on the basis of criteria (i), (ii), (iii) and (iv), considering that the joint creation of Lanfranco and Wiligelmo is a masterpiece of human creative genius in which a new dialectical relationship between architecture and sculpture was created in Romanesque art. The Modena complex bears exceptional witness to the cultural traditions of the 12th century and is one of the best examples of an architectural complex where religious and civic values are combined in a medieval Christian town.",https://whc.unesco.org/en/list/827/
828,977,Historic Centre of Urbino,Centre historique d’Urbino,Centro histórico de Urbino,Cultural,C,C2;C4,2,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,43.725,12.63333,29.23,1998,28,False,False,,,"The small hill town of Urbino, in the Marche, experienced a great cultural flowering in the 15th century, attracting artists and scholars from all over Italy and beyond, and influencing cultural developments elsewhere in Europe. Owing to its economic and cultural stagnation from the 16th century onwards, it has preserved its Renaissance appearance to a remarkable extent.","Criterion (ii): During its short cultural pre-eminence, Urbino attracted some of the most outstanding humanist scholars and artists of the Renaissance, who created there an exceptional urban complex of remarkable homogeneity, the influence of which carried far into the rest of Europe. Criterion (iv): Urbino represents a pinnacle of Renaissance art and architecture, harmoniously adapted to its physical site and to its medieval precursor in an exceptional manner.",https://whc.unesco.org/en/list/828/
829,2515,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata","Zones archéologiques de Pompéi, Herculanum et Torre Annunziata","Zonas arqueológicas de Pompeya, Herculano y la Torre Annunziate",Cultural,C,C3;C4;C5,3,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,40.75,14.48333333,98.05,1997,29,False,False,,,"When Vesuvius erupted on 24 August AD 79, it engulfed the two flourishing Roman towns of Pompei and Herculaneum, as well as the many wealthy villas in the area. These have been progressively excavated and made accessible to the public since the mid-18th century. The vast expanse of the commercial town of Pompei contrasts with the smaller but better-preserved remains of the holiday resort of Herculaneum, while the superb wall paintings of the Villa Oplontis at Torre Annunziata give a vivid impression of the opulent lifestyle enjoyed by the wealthier citizens of the Early Roman Empire.","The Committee decided to inscribe this property on the basis of criteria (iii), (iv) and (v), considering that the impressive remains of the towns of Pompei and Herculaneum and their associated villas, buried by the eruption of Vesuvius in AD 79, provide a complete and vivid picture of society and daily life at a specific moment in the past that is without parallel anywhere in the world.",https://whc.unesco.org/en/list/829/
830,979,Costiera Amalfitana,Côte amalfitaine,Costa Amalfitana,Cultural,C,C2;C4;C5,3,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,40.63333333,14.60277778,11231.0,1997,29,False,False,,,"The Amalfi coast is an area of great physical beauty and natural diversity. It has been intensively settled by human communities since the early Middle Ages. There are a number of towns such as Amalfi and Ravello with architectural and artistic works of great significance. The rural areas show the versatility of the inhabitants in adapting their use of the land to the diverse nature of the terrain, which ranges from terraced vineyards and orchards on the lower slopes to wide upland pastures.","The Committee decided to inscribe this site on the basis of criteria (ii), (iv) and (v), considering that the Costiera Amalfitana is an outstanding example of a Mediterranean landscape, with exceptional cultural and natural scenic values resulting from its dramatic topography and historical evolution.",https://whc.unesco.org/en/list/830/
831,980,Archaeological Area of Agrigento,Zone archéologique d’Agrigente,Zona arqueológica de Agrigento,Cultural,C,C1;C2;C3;C4,4,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,37.28972222,13.59333333,934.0,1997,29,False,False,,,"Founded as a Greek colony in the 6th century B.C., Agrigento became one of the leading cities in the Mediterranean world. Its supremacy and pride are demonstrated by the remains of the magnificent Doric temples that dominate the ancient town, much of which still lies intact under today's fields and orchards. Selected excavated areas throw light on the later Hellenistic and Roman town and the burial practices of its early Christian inhabitants.","The Committee decided to inscribe this site on the basis of criteria (i), (ii), (iii) and (iv), considering that Agrigento was one of the greatest cities of the ancient Mediterranean world, and it has been preserved in an exceptionally intact condition. Its great row of Doric temples is one of the most outstanding monuments of Greek art and culture.",https://whc.unesco.org/en/list/831/
832,981,Villa Romana del Casale,Villa romaine du Casale,Villa romana de Casale,Cultural,C,C1;C2;C3,3,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,37.36611,14.33417,8.92,1997,29,False,False,,,"Roman exploitation of the countryside is symbolized by the Villa Romana del Casale (in Sicily), the centre of the large estate upon which the rural economy of the Western Empire was based. The villa is one of the most luxurious of its kind. It is especially noteworthy for the richness and quality of the mosaics which decorate almost every room; they are the finest mosaics in situ anywhere in the Roman world.","The Committee decided to inscribe this property on the basis of criteria (i), (ii) and (iii), considering that the Villa del Casale at Piazza Armerina is the supreme example of a luxury Roman villa, which graphically illustrates the predominant social and economic structure of its age. The mosaics that decorate it are exceptional for their artistic quality and invention as well as their extent.",https://whc.unesco.org/en/list/832/
833,982,Su Nuraxi di Barumini,Su Nuraxi de Barumini,Su Nuraxi de Barumini,Cultural,C,C1;C3;C4,3,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,39.70583333,8.991388889,2.3254,1997,29,False,False,,,"During the late 2nd millennium B.C. in the Bronze Age, a special type of defensive structure known as nuraghi (for which no parallel exists anywhere else in the world) developed on the island of Sardinia. The complex consists of circular defensive towers in the form of truncated cones built of dressed stone, with corbel-vaulted internal chambers. The complex at Barumini, which was extended and reinforced in the first half of the 1st millennium under Carthaginian pressure, is the finest and most complete example of this remarkable form of prehistoric architecture.","The Committee decided to inscribe this property on the basis of cultural criteria (i), (iii) and (iv), considering that the nuraghe of Sardinia, of which Su Nuraxi is the pre-eminent example, represent an exceptional response to political and social conditions, making an imaginative and innovative use of the materials and techniques available to a prehistoric island community.",https://whc.unesco.org/en/list/833/
842,993,"Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula","Parc national du Cilento et du Vallo Diano, avec les sites archéologiques de Paestum et Velia et la Chartreuse de Padula","Parque Nacional del Cilento y Vallo di Diano, con los sitios arqueológicos de Paestum y Velia y la cartuja de Padula",Cultural,C,C3;C4,2,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,40.28333333,15.26666667,159109.73,1998,28,False,False,,,"The Cilento is an outstanding cultural landscape. The dramatic groups of sanctuaries and settlements along its three east–west mountain ridges vividly portray the area's historical evolution: it was a major route not only for trade, but also for cultural and political interaction during the prehistoric and medieval periods. The Cilento was also the boundary between the Greek colonies of Magna Graecia and the indigenous Etruscan and Lucanian peoples. The remains of two major cities from classical times, Paestum and Velia, are found there.","Criterion (iii): During the prehistoric period, and again in the Middle Ages, the Cilento region served as a key route for cultural, political, and commercial communications in an exceptional manner, utilizing the crests of the mountain chains running east-west and thereby creating a cultural landscape of outstanding significance and quality. Criterion (iv): In two key episodes in the development of human societies in the Mediterranean region, the Cilento area provided the only viable means of communication between the Adriatic and the Tyrrhenian seas, in the central Mediterranean region, and this is vividly illustrated by the relict cultural landscape of today.",https://whc.unesco.org/en/list/842/
907,1060,Villa Adriana (Tivoli),Villa Adriana (Tivoli),Villa Adriana (Tívoli),Cultural,C,C1;C2;C3,3,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,41.94416667,12.77197222,80.0,1999,27,False,False,,,"The Villa Adriana (at Tivoli, near Rome) is an exceptional complex of classical buildings created in the 2nd century A.D. by the Roman emperor Hadrian. It combines the best elements of the architectural heritage of Egypt, Greece and Rome in the form of an 'ideal city'.",Criteria (i) and (iii): The Villa Adriana is a masterpiece that uniquely brings together the highest expressions of the material cultures of the ancient Mediterranean world. Criterion (ii): Study of the monuments that make up the Villa Adriana played a crucial role in the rediscovery of the elements of classical architecture by the architects of the Renaissance and the Baroque period. It also profoundly influenced many 19th and 20th century architects and designers.,https://whc.unesco.org/en/list/907/
908,1061,Isole Eolie (Aeolian Islands),Isole Eolie (Îles Eoliennes),Isole Eolie (Islas Eólicas),Natural,N,N8,1,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,38.48786111,14.94558333,1216.0,2000,26,False,False,,,"The Aeolian Islands provide an outstanding record of volcanic island-building and destruction, and ongoing volcanic phenomena. Studied since at least the 18th century, the islands have provided the science of vulcanology with examples of two types of eruption (Vulcanian and Strombolian) and thus have featured prominently in the education of geologists for more than 200 years. The site continues to enrich the field of vulcanology.","Criterion (viii): The islands' volcanic landforms represent classic features in the continuing study of volcanology world-wide. With their scientific study from at least the 18th Century, the islands have provided two of the types of eruptions (Vulcanian and Strombolian) to vulcanology and geology textbooks and so have featured prominently in the education of all geoscientists for over 200 years. They continue to provide a rich field for volcanological studies of on-going geological processes in the development of landforms.",https://whc.unesco.org/en/list/908/
990,1154,"Assisi, the Basilica of San Francesco and Other Franciscan Sites","Assise, la Basilique de San Francesco et autres sites franciscains","Asís, la basílica de San Francisco y otros sitios franciscanos",Cultural,C,C1;C2;C3;C4;C6,5,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,43.06616667,12.62244444,14563.25,2000,26,False,False,,,"Assisi, a medieval city built on a hill, is the birthplace of Saint Francis, closely associated with the work of the Franciscan Order. Its medieval art masterpieces, such as the Basilica of San Francesco and paintings by Cimabue, Pietro Lorenzetti, Simone Martini and Giotto, have made Assisi a fundamental reference point for the development of Italian and European art and architecture.","Criterion (i): Assisi represents an ensemble of masterpieces of human creative genius, such as the Basilica of San Francesco, which have made it a fundamental reference for art history in Europe and in the world. Criterion (ii): The interchange of artistic and spiritual message of the Franciscan Order has significantly contributed to developments in art and architecture in the world. Criterion (iii): Assisi represents a unique example of continuity of a city-sanctuary within its environmental setting from its Umbrian-Roman and medieval origins to the present, represented in the cultural landscape, the religious ensembles, systems of communication, and traditional land-use. Criterion (iv): The Basilica of San Francesco is an outstanding example of a type of architectural ensemble that has significantly influenced the development of art and architecture. Criterion (vi): Being the birthplace of the Franciscan Order, Assisi has from the Middle Ages been closely associated with the cult and diffusion of the Franciscan movement in the world, focusing on the universal message of peace and tolerance even to other religions or beliefs.",https://whc.unesco.org/en/list/990/
1024,1196,Late Baroque Towns of the Val di Noto (South-Eastern Sicily),Villes du baroque tardif de la vallée de Noto (sud-est de la Sicile),Ciudades del barroco tardío del Valle de Noto (sudeste de Sicilia),Cultural,C,C1;C2;C4;C5,4,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,36.89319444,15.06891667,112.79,2002,24,False,False,,,"The eight towns in south-eastern Sicily: Caltagirone, Militello Val di Catania, Catania, Modica, Noto, Palazzolo, Ragusa and Scicli, were all rebuilt after 1693 on or beside towns existing at the time of the earthquake which took place in that year. They represent a considerable collective undertaking, successfully carried out at a high level of architectural and artistic achievement. Keeping within the late Baroque style of the day, they also depict distinctive innovations in town planning and urban building.","Criterion (i): This group of towns in south-eastern Sicily provides outstanding testimony to the exuberant genius of late Baroque art and architecture. Criterion (ii): The towns of the Val di Noto represent the culmination and final flowering of Baroque art in Europe. Criterion (iv): The exceptional quality of the late Baroque art and architecture in the Val di Noto lies in its geographical and chronological homogeneity, as well as its quantity, the result of the 1693 earthquake in this region. Criterion (v): The eight towns of south-eastern Sicily that make up this nomination, which are characteristic of the settlement pattern and urban form of this region, are permanently at risk from earthquakes and eruptions of Mount Etna.",https://whc.unesco.org/en/list/1024/
1025,1197,"Villa d'Este, Tivoli","Villa d'Este, Tivoli",Villa d’Este (Tívoli),Cultural,C,C1;C2;C3;C4;C6,5,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,41.96391667,12.79625,4.5,2001,25,False,False,,,"The Villa d'Este in Tivoli, with its palace and garden, is one of the most remarkable and comprehensive illustrations of Renaissance culture at its most refined. Its innovative design along with the architectural components in the garden (fountains, ornamental basins, etc.) make this a unique example of an Italian 16th-century garden. The Villa d'Este, one of the first giardini delle meraviglie , was an early model for the development of European gardens.",Criterion (i): The Villa d’Este is one of the most outstanding examples of Renaissance culture at its apogee. Criterion (ii): The gardens of the Villa d’Este had a profound influence on the development of garden design throughout Europe. Criterion (iii): The principles of Renaissance design and aesthetics are illustrated in an exceptional manner by the gardens of the Villa d’Este. Criterion (iv): The gardens of the Villa d’Este are among the earliest and finest of the giardini delle meraviglie and symbolize the flowering of Renaissance culture.,https://whc.unesco.org/en/list/1025/
1026,1199,Val d'Orcia,Vallée de l'Orcia,Valle del Orcia,Cultural,C,C4;C6,2,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,43.06666667,11.55,61187.9609,2004,22,False,False,,,"The landscape of Val d’Orcia is part of the agricultural hinterland of Siena, redrawn and developed when it was integrated in the territory of the city-state in the 14th and 15th centuries to reflect an idealized model of good governance and to create an aesthetically pleasing picture. The landscape’s distinctive aesthetics, flat chalk plains out of which rise almost conical hills with fortified settlements on top, inspired many artists. Their images have come to exemplify the beauty of well-managed Renaissance agricultural landscapes. The inscription covers: an agrarian and pastoral landscape reflecting innovative land-management systems; towns and villages; farmhouses; and the Roman Via Francigena and its associated abbeys, inns, shrines, bridges, etc.","Criterion (iv): The Val d’Orcia is an exceptional reflection of the way the landscape was re-written in Renaissance times to reflect the ideals of good governance and to create an aesthetically pleasing pictures. Criterion (vi): The landscape of the Val d’Orcia was celebrated by painters from the Siennese School, which flourished during the Renaissance. Images of the Val d’Orcia, and particularly depictions of landscapes where people are depicted as living in harmony with nature, have come to be seen as icons of the Renaissance and have profoundly influenced the development of landscape thinking.",https://whc.unesco.org/en/list/1026/
1068,1245,<I>Sacri Monti</I> of Piedmont and Lombardy,<I>Sacri Monti</I> du Piémont et de Lombardie,Sacri Monti del Piamonte y Lombardía,Cultural,C,C2;C4,2,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,45.97455556,9.169555556,90.5,2003,23,False,False,,,"The nine Sacri Monti (Sacred Mountains) of northern Italy are groups of chapels and other architectural features created in the late 16th and 17th centuries and dedicated to different aspects of the Christian faith. In addition to their symbolic spiritual meaning, they are of great beauty by virtue of the skill with which they have been integrated into the surrounding natural landscape of hills, forests and lakes. They also house much important artistic material in the form of wall paintings and statuary.",Criterion (ii): The implantation of architecture and sacred art into a natural landscape for didactic and spiritual purposes achieved its most exceptional expression in the Sacri Monti (‘Sacred Mountains’) of northern Italy and had a profound influence on subsequent developments elsewhere in Europe. Criterion (iv): The Sacri Monti (‘Sacred Mountains’) of northern Italy represent the successful integration of architecture and fine art into a landscape of great beauty for spiritual reasons at a critical period in the history of the Roman Catholic Church.,https://whc.unesco.org/en/list/1068/
1158,1338,Etruscan Necropolises of Cerveteri and Tarquinia,Nécropoles étrusques de Cerveteri et de Tarquinia,Necrópolis etruscas de Cerveteri y Tarquinia,Cultural,C,C1;C3;C4,3,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,42.00683333,12.10188889,326.93,2004,22,False,False,,,"These two large Etruscan cemeteries reflect different types of burial practices from the 9th to the 1st century BC, and bear witness to the achievements of Etruscan culture. Which over nine centuries developed the earliest urban civilization in the northern Mediterranean. Some of the tombs are monumental, cut in rock and topped by impressive tumuli (burial mounds). Many feature carvings on their walls, others have wall paintings of outstanding quality. The necropolis near Cerveteri, known as Banditaccia, contains thousands of tombs organized in a city-like plan, with streets, small squares and neighbourhoods. The site contains very different types of tombs: trenches cut in rock; tumuli; and some, also carved in rock, in the shape of huts or houses with a wealth of structural details. These provide the only surviving evidence of Etruscan residential architecture. The necropolis of Tarquinia, also known as Monterozzi, contains 6,000 graves cut in the rock. It is famous for its 200 painted tombs, the earliest of which date from the 7th century BC.","Criterion (i): The necropolises of Tarquinia and Cerveteri are masterpieces of creative genius: Tarquinia's large-scale wall paintings are exceptional both for their formal qualities and for their content, which reveal aspects of life, death, and religious beliefs of the ancient Etruscans. Cerveteri shows in a funerary context the same town planning and architectural schemes used in an ancient city. Criterion (iii): The two necropolises constitute a unique and exceptional testimony to the ancient Etruscan civilisation, the only urban type of civilisation in pre-Roman Italy. Moreover, the depiction of daily life in the frescoed tombs, many of which are replicas of Etruscan houses, is a unique testimony to this vanished culture. Criterion (iv): Many of the tombs of Tarquinia and Cerveteri represent types of buildings which no longer exist in any other form. The cemeteries, replicas of Etruscan town planning schemes, are some of the earliest existing in the region.",https://whc.unesco.org/en/list/1158/
1200,1377,Syracuse and the Rocky Necropolis of Pantalica,Syracuse et la nécropole rocheuse de Pantalica,Siracusa y la necrópolis rupestre de Pantalica,Cultural,C,C2;C3;C4;C6,4,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,37.05944,15.29306,898.46,2005,21,False,False,,,"The site consists of two separate elements, containing outstanding vestiges dating back to Greek and Roman times: The Necropolis of Pantalica contains over 5,000 tombs cut into the rock near open stone quarries, most of them dating from the 13th to 7th centuries BC. Vestiges of the Byzantine era also remain in the area, notably the foundations of the Anaktoron (Prince’s Palace). The other part of the property, Ancient Syracuse, includes the nucleus of the city’s foundation as Ortygia by Greeks from Corinth in the 8th century BC. The site of the city, which Cicero described as ‘the greatest Greek city and the most beautiful of all’, retains vestiges such as the Temple of Athena (5th century BC, later transformed to serve as a cathedral), a Greek theatre, a Roman amphitheatre, a fort and more. Many remains bear witness to the troubled history of Sicily, from the Byzantines to the Bourbons, interspersed with the Arabo-Muslims, the Normans, Frederick II of the Hohenstaufen dynasty (1197–1250), the Aragons and the Kingdom of the Two Sicilies. Historic Syracuse offers a unique testimony to the development of Mediterranean civilization over three millennia.","Criterion (ii): The sites and monuments which form the Syracuse/Pantalica ensemble constitute a unique accumulation, through the ages and in the same space, of remarkable testimonies to Mediterranean cultures. Criterion (iii): The Syracuse/Pantalica ensemble offers, through its remarkable cultural diversity, an exceptional testimony to the development of civilisation over some three millennia. Criterion (iv): The group of monuments and archeological sites situated in Syracuse (between the nucleus of Ortygia and the vestiges located throughout the urban area) is the finest example of outstanding architectural creation spanning several cultural aspects (Greek, Roman and Baroque). Criterion (vi): Ancient Syracuse was directly linked to events, ideas and literary works of outstanding universal significance.",https://whc.unesco.org/en/list/1200/
1211,1388,Genoa: <i>Le Strade Nuove</i> and the system of the<i> Palazzi dei Rolli</i>,"Gênes, les <i>Strade Nuove</i> et le système des palais des <i>Rolli</i>",Génova: las Strade Nuove y el sistema de los Palazzi dei Rolli,Cultural,C,C2;C4,2,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,44.41222222,8.931111111,15.777,2006,20,False,False,,,"The Strade Nuove and the system of the Palazzi dei Rolli in Genoa’s historic centre date from the late 16th and early 17th centuries when the Republic of Genoa was at the height of its financial and seafaring power. The site represents the first example in Europe of an urban development project parcelled out by a public authority within a unitary framework and associated to a particular system of ‘public lodging’ in private residences, as decreed by the Senate in 1576. The site includes an ensemble of Renaissance and Baroque palaces along the so-called ‘new streets’ (Strade Nuove). The Palazzi dei Rolli offer an extraordinary variety of different solutions, achieving universal value in adapting to the particular characteristics of the site and to the requirements of a specific social and economic organization. They also offer an original example of a public network of private residences designated to host state visits.",,https://whc.unesco.org/en/list/1211/
1237,1609,The Dolomites,Les Dolomites,Los Dolomitas,Natural,N,N7;N8,2,Italy,Italie,Italia,Italy,Italie,Italia,1,it,ita,Europe and North America,False,46.61305556,12.16305556,141902.8,2009,17,False,False,,,"The site of the Dolomites comprises a mountain range in the northern Italian Alps, numbering 18 peaks which rise to above 3,000 metres and cover 141,903 ha. It features some of the most beautiful mountain landscapes anywhere, with vertical walls, sheer cliffs and a high density of narrow, deep and long valleys. A serial property of nine areas that present a diversity of spectacular landscapes of international significance for geomorphology marked by steeples, pinnacles and rock walls, the site also contains glacial landforms and karst systems. It is characterized by dynamic processes with frequent landslides, floods and avalanches. The property also features one of the best examples of the preservation of Mesozoic carbonate platform systems, with fossil records.",,https://whc.unesco.org/en/list/1237/
